note_id,anki_level,deck_name,first_study_date,last_review_date,finnish,translation,fields
1454761860102,Young,Finnish::Words,2025-06-22 21:26:37,2025-07-06 10:37:06,kielteinen,"отрицательный, негативный","{""Suomi"": ""kielteinen"", ""Sound"": ""[sound:kielteinen.mp3]"", ""Explanation"": """", ""Translate"": ""отрицательный, негативный"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1456686661421,Young,Finnish::Words,2025-06-17 08:56:02,2025-07-03 09:37:17,ruumiillinen,"телесный, физический","{""Suomi"": ""ruumiillinen"", ""Sound"": ""[sound:ruumiillinen.mp3]"", ""Explanation"": """", ""Translate"": ""телесный, физический"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1458588751379,Young,Finnish::Words,2025-07-07 08:59:22,2025-07-09 18:34:11,osuus,"часть, порция, доля","{""Suomi"": ""osuus"", ""Sound"": ""[sound:osuus.mp3]"", ""Explanation"": """", ""Translate"": ""часть, порция, доля"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1472494309096,Young,Finnish::Words,2025-06-17 09:01:58,2025-07-06 10:36:10,viiru,"царапина, полоска","{""Suomi"": ""viiru"", ""Sound"": ""[sound:viiru.mp3]"", ""Explanation"": """", ""Translate"": ""царапина, полоска"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1479647529200,Young,Finnish::Words,2025-06-22 21:13:27,2025-07-06 10:31:12,lantio,таз (часть тела),"{""Suomi"": ""lantio"", ""Sound"": ""[sound:lantio.mp3]"", ""Explanation"": """", ""Translate"": ""таз (часть тела)"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1480452171082,Learning,Finnish::Words,2025-07-07 09:00:13,2025-07-15 09:28:04,vakituinen,"постоянный, неизменный, перманентный","{""Suomi"": ""vakituinen"", ""Sound"": ""[sound:vakituinen.mp3]"", ""Explanation"": """", ""Translate"": ""постоянный, неизменный, перманентный"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1486806409082,Young,Finnish::Words,2025-06-19 20:44:11,2025-07-06 10:40:36,kyynel,"слеза, слезинка","{""Suomi"": ""kyynel"", ""Sound"": ""[sound:kyynel.mp3]"", ""Explanation"": """", ""Translate"": ""слеза, слезинка"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1486806862755,Young,Finnish::Words,2025-06-16 17:40:31,2025-07-06 10:31:01,iäkäs,"пожилой, в возрасте","{""Suomi"": ""iäkäs"", ""Sound"": ""[sound:iäkäs.mp3]"", ""Explanation"": """", ""Translate"": ""пожилой, в возрасте"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1488099318852,Young,Finnish::Words,2025-07-03 09:37:42,2025-07-09 18:35:34,haaskata,"транжирить, разбазаривать","{""Suomi"": ""haaskata"", ""Sound"": ""[sound:haaskata.mp3]"", ""Explanation"": """", ""Translate"": ""транжирить, разбазаривать"", ""Additional"": """", ""Image"": ""<img src=\""haaskata2.jpg\"" />"", ""Example"": ""<div>Älä haaskaa aikaasi siihen tyttöön!</div>""}"
1488147857061,Young,Finnish::Words,2025-07-07 08:59:09,2025-07-09 18:34:00,alaston,"голый, нагой","{""Suomi"": ""alaston"", ""Sound"": ""[sound:alaston.mp3]"", ""Explanation"": """", ""Translate"": ""голый, нагой"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1490299824904,Mature,Finnish::Words,2025-06-19 20:26:21,2025-07-05 10:39:04,suosio,"благосклонность, популярность","{""Suomi"": ""suosio"", ""Sound"": ""[sound:suosio.mp3]"", ""Explanation"": """", ""Translate"": ""благосклонность, популярность"", ""Additional"": """", ""Image"": """", ""Example"": ""Bändi on saavuttanut valtavan suosion sosiaalisessa mediassa""}"
1491113229620,Learning,Finnish::Words,2025-07-08 08:53:43,2025-07-15 09:27:09,aikakauslehti,"периодика, журнал","{""Suomi"": ""aikakauslehti"", ""Sound"": ""[sound:aikakauslehti.mp3]"", ""Explanation"": ""aika - time + kausi (period, season) + lehti (leaf)"", ""Translate"": ""периодика, журнал"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1491153666325,Young,Finnish::Words,2025-07-03 09:36:43,2025-07-06 10:37:18,alttius,уязвимость,"{""Suomi"": ""alttius"", ""Sound"": ""[sound:alttius.mp3]"", ""Explanation"": ""Hänellä on alttius sairastua diabetekseen (He has a predisposition to develop diabetes)"", ""Translate"": ""уязвимость"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1491154609894,Young,Finnish::Words,2025-06-17 08:56:52,2025-07-05 10:47:40,avustaminen,"помощь, вклад","{""Suomi"": ""avustaminen"", ""Sound"": ""[sound:avustaminen.mp3]"", ""Explanation"": """", ""Translate"": ""помощь, вклад"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1492149394194,Young,Finnish::Words,2025-06-16 17:34:59,2025-07-05 10:36:14,äskettäin,недавно,"{""Suomi"": ""äskettäin"", ""Sound"": ""[sound:äskettäin.mp3]"", ""Explanation"": """", ""Translate"": ""недавно"", ""Additional"": """", ""Image"": """", ""Example"": ""Yritys palkkasi äskettäin uuden toimitusjohtajan""}"
1492150094842,Young,Finnish::Words,2025-07-07 08:57:58,2025-07-08 08:51:47,ote,"хватка, захват","{""Suomi"": ""ote"", ""Sound"": ""[sound:ote.mp3]"", ""Explanation"": """", ""Translate"": ""хватка, захват"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1492162874771,Learning,Finnish::Words,2025-07-08 08:55:31,2025-07-15 09:27:19,torkahtaa,вздремнуть,"{""Suomi"": ""torkahtaa"", ""Sound"": ""[sound:torkahtaa.mp3]"", ""Explanation"": """", ""Translate"": ""вздремнуть"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1498497617461,Young,Finnish::Words,2025-06-16 17:38:28,2025-07-06 10:56:54,taannoin,"недавно, в последнее время","{""Suomi"": ""taannoin"", ""Sound"": """", ""Explanation"": """", ""Translate"": ""недавно, в последнее время"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1498500132866,Young,Finnish::Words,2025-06-17 08:59:50,2025-07-06 10:38:21,murhaaja,убийца,"{""Suomi"": ""murhaaja"", ""Sound"": ""[sound:murhaaja.mp3]"", ""Explanation"": """", ""Translate"": ""убийца"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1649593536386,Mature,Finnish::Suomen Mestari 1,2025-06-18 17:07:57,2025-07-01 09:26:39,Hei!,Привет!,"{""Suomi"": ""Hei!"", ""Sound"": ""[sound:fi_sm1_nom_0.mp3]"", ""Translate"": ""Привет!"", ""Hint"": ""H..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536387,Mature,Finnish::Suomen Mestari 1,2025-06-18 17:07:59,2025-07-10 08:23:17,ja,и,"{""Suomi"": ""ja"", ""Sound"": ""[sound:fi_sm1_nom_1.mp3]"", ""Translate"": ""и"", ""Hint"": ""j..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536388,Mature,Finnish::Suomen Mestari 1,2025-06-18 17:08:01,2025-07-02 10:13:49,Tervetuloa,Добро пожаловать!,"{""Suomi"": ""Tervetuloa"", ""Sound"": ""[sound:fi_sm1_nom_2.mp3]"", ""Translate"": ""Добро пожаловать!"", ""Hint"": ""T..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536389,Young,Finnish::Suomen Mestari 1,2025-06-18 17:09:31,2025-07-13 19:54:36,Moi!,Привет!,"{""Suomi"": ""Moi!"", ""Sound"": ""[sound:fi_sm1_nom_3.mp3]"", ""Translate"": ""Привет!"", ""Hint"": ""m..."", ""example_1_fin"": ""<b><i>Moi</i></b> Niina, onko tässä vielä vapaata?"", ""sound_example_1"": ""[sound:fi_sm1_ex3_3.mp3]"", ""example_1_rus"": ""<b><i>Привет</i></b> Ниина, тут еще свободно?"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536390,Mature,Finnish::Suomen Mestari 1,2025-06-18 17:08:17,2025-07-11 08:30:39,Anteeksi!,"извините, прошу прощения","{""Suomi"": ""Anteeksi!"", ""Sound"": ""[sound:fi_sm1_nom_4.mp3]"", ""Translate"": ""извините, прошу прощения"", ""Hint"": ""a..."", ""example_1_fin"": ""<b><i>Anteeksi</i></b>, tiedätkö, missä on Mariankatu?"", ""sound_example_1"": ""[sound:fi_sm1_ex3_4.mp3]"", ""example_1_rus"": ""<b><i>Прошу прощения</i></b>, знаешь, где Марианкату?&nbsp;"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536391,Young,Finnish::Suomen Mestari 1,2025-06-18 17:09:50,2025-07-11 08:34:49,joo,да,"{""Suomi"": ""joo"", ""Sound"": ""[sound:fi_sm1_nom_5.mp3]"", ""Translate"": ""да"", ""Hint"": ""j..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536392,Mature,Finnish::Suomen Mestari 1,2025-06-18 17:08:27,2025-07-09 08:58:21,minä (pronomini),я,"{""Suomi"": ""minä (<i>pronomini</i>)"", ""Sound"": ""[sound:fi_sm1_nom_6.mp3]"", ""Translate"": ""я"", ""Hint"": ""m..."", ""example_1_fin"": ""<span style=\""font-family: 'Liberation Sans'\""><b><i>Minä</i></b> en puhu suomea.</span>"", ""sound_example_1"": ""[sound:fi_sm1_ex3_6.mp3]"", ""example_1_rus"": ""<b><i>Я</i></b> не говорю по-фински."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536393,Young,Finnish::Suomen Mestari 1,2025-06-18 17:10:13,2025-07-15 09:38:37,entä,"..., а ...","{""Suomi"": ""entä"", ""Sound"": ""[sound:fi_sm1_nom_7.mp3]"", ""Translate"": ""..., а ..."", ""Hint"": ""e..."", ""example_1_fin"": ""Minä olen Alex.&nbsp;<span style=\""font-family: 'Liberation Sans'\""><b><i>Entä</i></b> sinulle?</span>"", ""sound_example_1"": ""[sound:fi_sm1_ex3_7.mp3]"", ""example_1_rus"": ""Меня зовут Алекс. <b><i>А</i></b> тебя?"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536394,Mature,Finnish::Suomen Mestari 1,2025-06-18 17:08:37,2025-07-10 08:27:03,sinä,ты,"{""Suomi"": ""sinä"", ""Sound"": ""[sound:fi_sm1_nom_8.mp3]"", ""Translate"": ""ты"", ""Hint"": ""s..."", ""example_1_fin"": ""<span style=\""font-family: 'Liberation Sans'\""><b><i>Sinä</i></b> et puhu englantia.</span>"", ""sound_example_1"": ""[sound:fi_sm1_ex3_8.mp3]"", ""example_1_rus"": ""<b><i>Ты</i></b> не говоришь по-английски."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536395,Mature,Finnish::Suomen Mestari 1,2025-06-18 17:08:39,2025-07-11 08:34:25,Hauska tutustua!,Приятно познакомиться!,"{""Suomi"": ""Hauska tutustua!"", ""Sound"": ""[sound:fi_sm1_nom_9.mp3]"", ""Translate"": ""Приятно познакомиться!"", ""Hint"": ""h..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536396,Young,Finnish::Suomen Mestari 1,2025-06-19 10:15:55,2025-07-09 08:55:54,Minulle kuuluu hyvää.,У меня все хорошо.,"{""Suomi"": ""Minulle kuuluu hyvää."", ""Sound"": ""[sound:fi_sm1_nom_10.mp3]"", ""Translate"": ""У меня все хорошо."", ""Hint"": ""M..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536397,Young,Finnish::Suomen Mestari 1,2025-06-19 10:16:28,2025-07-15 10:19:04,"Ihan hyvää, kiitos.","Достаточно неплохо, спасибо.","{""Suomi"": ""Ihan hyvää, kiitos."", ""Sound"": ""[sound:fi_sm1_nom_11.mp3]"", ""Translate"": ""Достаточно неплохо, спасибо."", ""Hint"": ""i..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536398,Mature,Finnish::Suomen Mestari 1,2025-06-19 10:14:24,2025-07-13 19:52:10,hän,он/она,"{""Suomi"": ""hän"", ""Sound"": ""[sound:fi_sm1_nom_12.mp3]"", ""Translate"": ""он/она"", ""Hint"": ""h..."", ""example_1_fin"": ""Tänään on kaunis ilma ja <b><i>hän</i></b> haluaa kävellä."", ""sound_example_1"": ""[sound:fi_sm1_ex3_12.mp3]"", ""example_1_rus"": ""Сегодня прекрасная погода и <b><i>она</i></b> хочет пройтись пешком."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536399,Young,Finnish::Suomen Mestari 1,2025-06-19 10:16:54,2025-07-04 09:04:23,opettaja,"учитель, преподаватель","{""Suomi"": ""opettaja"", ""Sound"": ""[sound:fi_sm1_nom_13.mp3]"", ""Translate"": ""учитель, преподаватель"", ""Hint"": ""o..."", ""example_1_fin"": ""Kesällä <b><i>opettajat</i></b> eivät ole töissä."", ""sound_example_1"": ""[sound:fi_sm1_ex3_13.mp3]"", ""example_1_rus"": ""Летом <b><i>преподаватели</i></b> не работают."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536400,Mature,Finnish::Suomen Mestari 1,2025-06-19 10:14:47,2025-07-02 10:07:38,tulla,"приходить, приезжать","{""Suomi"": ""tulla"", ""Sound"": ""[sound:fi_sm1_nom_14.mp3]"", ""Translate"": ""приходить, приезжать"", ""Hint"": ""t..."", ""example_1_fin"": ""Voin <b><i>tulla</i></b> huomenna&nbsp;aamulla kello 8."", ""sound_example_1"": ""[sound:fi_sm1_ex3_14.mp3]"", ""example_1_rus"": ""Могу <b><i>прийти</i></b>&nbsp;завтра&nbsp;утром, в 8 часов."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536401,Mature,Finnish::Suomen Mestari 1,2025-06-19 10:14:53,2025-07-08 08:35:37,Huomenta!,Доброе утро!,"{""Suomi"": ""Huomenta!"", ""Sound"": ""[sound:fi_sm1_nom_15.mp3]"", ""Translate"": ""Доброе утро!"", ""Hint"": ""h..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536402,Mature,Finnish::Suomen Mestari 1,2025-06-19 10:14:58,2025-07-13 19:42:30,etunimi,имя,"{""Suomi"": ""etunimi"", ""Sound"": ""[sound:fi_sm1_nom_16.mp3]"", ""Translate"": ""имя"", ""Hint"": ""e..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536403,Mature,Finnish::Suomen Mestari 1,2025-06-19 10:15:01,2025-07-13 19:47:39,sukunimi,фамилия,"{""Suomi"": ""sukunimi"", ""Sound"": ""[sound:fi_sm1_nom_17.mp3]"", ""Translate"": ""фамилия"", ""Hint"": ""s..."", ""example_1_fin"": ""Minun <i><b>sukunimi</b></i> on Koskela."", ""sound_example_1"": ""[sound:fi_sm1_ex3_17.mp3]"", ""example_1_rus"": ""Моя <b><i>фамилия</i></b> Коскела"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536404,Young,Finnish::Suomen Mestari 1,2025-06-19 10:18:00,2025-07-10 08:25:09,Hyvää iltaa!,Добрый вечер!,"{""Suomi"": ""Hyvää iltaa!"", ""Sound"": ""[sound:fi_sm1_nom_18.mp3]"", ""Translate"": ""Добрый вечер!"", ""Hint"": ""h..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536405,Mature,Finnish::Suomen Mestari 1,2025-06-19 10:15:10,2025-07-06 10:22:01,Hyvää yötä!,Доброй ночи!,"{""Suomi"": ""Hyvää yötä!"", ""Sound"": ""[sound:fi_sm1_nom_19.mp3]"", ""Translate"": ""Доброй ночи!"", ""Hint"": ""h..."", ""example_1_fin"": ""Yhdeksältä sanomme \""<b><i>hyvää yötä</i></b>\"" ja lapset menevät nukkumaan."", ""sound_example_1"": ""[sound:fi_sm1_ex3_19.mp3]"", ""example_1_rus"": ""В одиннадцать часов мы говорим \""<b><i>д<span style=\""font-family: Arial\"">оброй</span>&nbsp;ночи</i></b>\"" и дети идут спать."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536406,Young,Finnish::Suomen Mestari 1,2025-06-20 09:29:31,2025-07-11 08:24:41,Nuku hyvin!,Приятных снов!,"{""Suomi"": ""Nuku hyvin!"", ""Sound"": ""[sound:fi_sm1_nom_20.mp3]"", ""Translate"": ""Приятных снов!"", ""Hint"": ""n..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536407,Mature,Finnish::Suomen Mestari 1,2025-06-20 09:24:02,2025-06-26 09:37:18,Terve!,Здорово!,"{""Suomi"": ""Terve!"", ""Sound"": ""[sound:fi_sm1_nom_21.mp3]"", ""Translate"": ""Здор<b><i>о</i></b>во!"", ""Hint"": ""t..."", ""example_1_fin"": ""<b><i>Terve</i></b> Pedro, Alex täällä."", ""sound_example_1"": ""[sound:fi_sm1_ex3_21.mp3]"", ""example_1_rus"": ""<b style=\""font-style: italic;\"">Здор</b>о<b style=\""font-style: italic;\"">во</b>&nbsp;Педро, это Алекс.&nbsp;"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536408,Young,Finnish::Suomen Mestari 1,2025-06-20 09:30:09,2025-07-05 10:13:41,Näkemiin!,До свидания!,"{""Suomi"": ""Näkemiin!"", ""Sound"": ""[sound:fi_sm1_nom_22.mp3]"", ""Translate"": ""До свидания!"", ""Hint"": ""N..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536409,Young,Finnish::Suomen Mestari 1,2025-06-20 09:30:44,2025-07-15 10:02:34,Ei se mitään!,Это ничего! (ничего страшного),"{""Suomi"": ""Ei se mitään!"", ""Sound"": ""[sound:fi_sm1_nom_23.mp3]"", ""Translate"": ""Это ничего! (ничего страшного)"", ""Hint"": ""e..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536410,Mature,Finnish::Suomen Mestari 1,2025-06-20 09:24:29,2025-07-15 10:03:12,Ole hyvä!,Пожалуйста!,"{""Suomi"": ""Ole hyvä!"", ""Sound"": ""[sound:fi_sm1_nom_24.mp3]"", ""Translate"": ""Пожалуйста!"", ""Hint"": ""o..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
