note_id,anki_level,deck_name,first_study_date,last_review_date,finnish,translation,fields
1424205804573,Young,Finnish::Words,2025-06-17 09:00:13,2025-06-17 09:06:25,tuhota,разгромить,"{""Suomi"": ""tuhota"", ""Sound"": ""[sound:tuhota.mp3]"", ""Explanation"": """", ""Russian"": ""разгромить"", ""Additional"": """", ""Image"": ""<img src=\""tuhota.gif\"" />"", ""Example"": """"}"
1424206536668,Young,Finnish::Words,2025-06-17 09:00:47,2025-06-22 21:14:33,haastaa,бросать вызов,"{""Suomi"": ""haastaa"", ""Sound"": ""[sound:haastaa.mp3]"", ""Explanation"": """", ""Russian"": ""бросать вызов"", ""Additional"": ""..."", ""Image"": """", ""Example"": """"}"
1428053031967,Relearning,Finnish::Words,2025-06-18 14:04:52,2025-07-03 09:38:38,penkoa,"рыться, искать, разузнавать, обыскивать","{""Suomi"": ""penkoa"", ""Sound"": """", ""Explanation"": ""<strong>to rummage</strong>, <strong>to dig through</strong>, or <strong>to search through messily</strong>"", ""Russian"": ""рыться, искать, разузнавать, обыскивать"", ""Additional"": """", ""Image"": """", ""Example"": ""Penkoa vaatekaappia (To rummage through a wardrobe)""}"
1428316106586,Young,Finnish::Phrases,2025-06-16 17:32:17,2025-06-17 17:35:12,pyörimisakseli,"ось, ось вращения","{""Suomi"": ""pyörimisakseli"", ""Sound"": ""[sound:pyörimisakseli.mp3]"", ""Explanation"": """", ""Russian"": ""ось, ось вращения"", ""Additional"": """", ""Image"": ""<img src=\""pyörimisakseli.jpg\"" />"", ""Example"": """"}"
1428728703215,Relearning,Finnish::Words,2025-06-16 17:39:15,2025-07-03 09:27:13,muoto,"форма, вид, состояние","{""Suomi"": ""muoto"", ""Sound"": ""[sound:muoto.mp3]"", ""Explanation"": """", ""Russian"": ""форма, вид, состояние"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1429469501807,Relearning,Finnish::Words,2025-06-16 17:35:18,2025-07-03 09:31:32,keikka,"музыкальное представление, выступление, концерт","{""Suomi"": ""keikka"", ""Sound"": ""[sound:keikka.mp3]"", ""Explanation"": """", ""Russian"": ""музыкальное представление, выступление, концерт"", ""Additional"": ""в клубе, рок-концерт, не классический концерт"", ""Image"": """", ""Example"": """"}"
1433268896639,Relearning,Finnish::Words,2025-06-17 08:58:39,2025-07-03 09:35:38,upota,тонуть,"{""Suomi"": ""upota"", ""Sound"": ""[sound:upota.mp3]"", ""Explanation"": """", ""Russian"": ""тонуть"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1436380042994,Relearning,Finnish::Words,2025-06-16 17:32:34,2025-07-03 09:38:42,puskuri,бампер,"{""Suomi"": ""puskuri"", ""Sound"": ""[sound:puskuri.mp3]"", ""Explanation"": """", ""Russian"": ""бампер"", ""Additional"": """", ""Image"": ""<img src=\""puskuri.jpg\"">"", ""Example"": """"}"
1436706106406,Relearning,Finnish::Words,2025-06-17 09:01:00,2025-07-03 09:37:03,sivuuttaa,"пренебрегать, игнорировать","{""Suomi"": ""sivuuttaa"", ""Sound"": ""[sound:sivuuttaa.mp3]"", ""Explanation"": """", ""Russian"": ""пренебрегать, игнорировать"", ""Additional"": """", ""Image"": ""<img src=\""sivuuttaa.jpg\"" />"", ""Example"": """"}"
1441132596134,Relearning,Finnish::Words,2025-06-18 16:46:45,2025-07-03 09:27:23,ulkoiluttaa,выгуливать,"{""Suomi"": ""ulkoiluttaa"", ""Sound"": ""[sound:ulkoiluttaa.mp3]"", ""Explanation"": ""ulko (outside) + ilma (weather) + uttaa (make someone do something)"", ""Russian"": ""выгуливать"", ""Additional"": """", ""Image"": ""<img src=\""ulkoiluttaa.jpg\"">"", ""Example"": ""Minun täytyy ulkoiluttaa koira ennen töitä""}"
1441728538896,Young,Finnish::Words,2025-06-17 08:55:56,2025-06-19 20:44:20,muodikas,модный,"{""Suomi"": ""muodikas"", ""Sound"": ""[sound:muodikas.mp3]"", ""Explanation"": """", ""Russian"": ""модный"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1445765611707,Young,Finnish::Words,2025-06-16 17:33:16,2025-06-17 08:56:29,noutaa,"забрать, принести","{""Suomi"": ""noutaa"", ""Sound"": ""[sound:noutaa.mp3]"", ""Explanation"": """", ""Russian"": ""забрать, принести"", ""Additional"": """", ""Image"": """", ""Example"": ""Linia-auto noutaa meidät asemalle""}"
1447607880048,Young,Finnish::Words,2025-06-16 17:32:51,2025-06-22 21:11:33,valua,"лить, течь, катиться","{""Suomi"": ""valua"", ""Sound"": ""[sound:valua.mp3]"", ""Explanation"": """", ""Russian"": ""лить, течь, катиться"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1447620265602,Relearning,Finnish::Words,2025-06-16 17:41:08,2025-07-03 09:35:09,huokea,"дешевый, недорогой, доступный","{""Suomi"": ""huokea"", ""Sound"": ""[sound:huokea.mp3]"", ""Explanation"": """", ""Russian"": ""дешевый, недорогой, доступный"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1447962361790,Relearning,Finnish::Words,2025-06-16 17:41:15,2025-07-03 09:29:18,säkki,мешок,"{""Suomi"": ""säkki"", ""Sound"": ""[sound:säkki.mp3]"", ""Explanation"": """", ""Russian"": ""мешок"", ""Additional"": """", ""Image"": ""<img src=\""säkki.png\"" />"", ""Example"": """"}"
1451939143543,Learning,Finnish::Words,2025-07-03 09:35:49,2025-07-03 09:38:15,edustaa,представлять,"{""Suomi"": ""edustaa"", ""Sound"": ""[sound:edustaa.mp3]"", ""Explanation"": """", ""Russian"": ""представлять"", ""Additional"": ""выступать от лица (представлять фирму), представлять нового человека, edu.."", ""Image"": ""<img src=\""edustaa.jpg\"" />"", ""Example"": ""<div>Hän edustaa minua kokouksessa.<br />Hän edustaa yritystämme hyvin.</div>""}"
1452800642336,Young,Finnish::Words,2025-06-17 08:56:17,2025-06-22 21:13:56,heilua,"трястись, шататься, качаться","{""Suomi"": ""heilua"", ""Sound"": ""[sound:heilua.mp3]"", ""Explanation"": """", ""Russian"": ""трястись, шататься, качаться"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1453670714463,Young,Finnish::Words,2025-06-19 20:46:24,2025-06-22 21:25:57,kyyti,подвоз,"{""Suomi"": ""kyyti"", ""Sound"": ""[sound:kyyti.mp3]"", ""Explanation"": """", ""Russian"": ""подвоз"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1454761860102,Learning,Finnish::Words,2025-06-22 21:26:37,2025-07-03 09:36:28,kielteinen,"отрицательный, негативный","{""Suomi"": ""kielteinen"", ""Sound"": ""[sound:kielteinen.mp3]"", ""Explanation"": """", ""Russian"": ""отрицательный, негативный"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1456686661421,Young,Finnish::Words,2025-06-17 08:56:02,2025-07-03 09:37:17,ruumiillinen,"телесный, физический","{""Suomi"": ""ruumiillinen"", ""Sound"": ""[sound:ruumiillinen.mp3]"", ""Explanation"": """", ""Russian"": ""телесный, физический"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1472494309096,Young,Finnish::Words,2025-06-17 09:01:58,2025-06-22 21:09:38,viiru,"царапина, полоска","{""Suomi"": ""viiru"", ""Sound"": ""[sound:viiru.mp3]"", ""Explanation"": """", ""Russian"": ""царапина, полоска"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1479647529200,Young,Finnish::Words,2025-06-22 21:13:27,2025-06-22 21:24:14,lantio,таз (часть тела),"{""Suomi"": ""lantio"", ""Sound"": ""[sound:lantio.mp3]"", ""Explanation"": """", ""Russian"": ""таз (часть тела)"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1486806409082,Young,Finnish::Words,2025-06-19 20:44:11,2025-06-22 21:16:48,kyynel,"слеза, слезинка","{""Suomi"": ""kyynel"", ""Sound"": ""[sound:kyynel.mp3]"", ""Explanation"": """", ""Russian"": ""слеза, слезинка"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1486806862755,Young,Finnish::Words,2025-06-16 17:40:31,2025-07-03 09:27:46,iäkäs,"пожилой, в возрасте","{""Suomi"": ""iäkäs"", ""Sound"": ""[sound:iäkäs.mp3]"", ""Explanation"": """", ""Russian"": ""пожилой, в возрасте"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1488099318852,Learning,Finnish::Words,2025-07-03 09:37:42,2025-07-03 09:37:42,haaskata,"транжирить, разбазаривать","{""Suomi"": ""haaskata"", ""Sound"": ""[sound:haaskata.mp3]"", ""Explanation"": """", ""Russian"": ""транжирить, разбазаривать"", ""Additional"": """", ""Image"": ""<img src=\""haaskata2.jpg\"" />"", ""Example"": ""<div>Älä haaskaa aikaasi siihen tyttöön!</div>""}"
1490299824904,Young,Finnish::Words,2025-06-19 20:26:21,2025-06-22 21:15:42,suosio,"благосклонность, популярность","{""Suomi"": ""suosio"", ""Sound"": ""[sound:suosio.mp3]"", ""Explanation"": """", ""Russian"": ""благосклонность, популярность"", ""Additional"": """", ""Image"": """", ""Example"": ""Bändi on saavuttanut valtavan suosion sosiaalisessa mediassa""}"
1491153666325,Learning,Finnish::Words,2025-07-03 09:36:43,2025-07-03 09:37:58,alttius,уязвимость,"{""Suomi"": ""alttius"", ""Sound"": ""[sound:alttius.mp3]"", ""Explanation"": """", ""Russian"": ""уязвимость"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1491154609894,Relearning,Finnish::Words,2025-06-17 08:56:52,2025-07-03 09:36:55,avustaminen,"помощь, вклад","{""Suomi"": ""avustaminen"", ""Sound"": ""[sound:avustaminen.mp3]"", ""Explanation"": """", ""Russian"": ""помощь, вклад"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1492149394194,Relearning,Finnish::Words,2025-06-16 17:49:33,2025-07-03 09:36:35,äskettäin,недавно,"{""Suomi"": ""äskettäin"", ""Sound"": ""[sound:äskettäin.mp3]"", ""Explanation"": """", ""Russian"": ""недавно"", ""Additional"": """", ""Image"": """", ""Example"": ""Yritys palkkasi äskettäin uuden toimitusjohtajan""}"
1498497617461,Young,Finnish::Words,2025-06-16 17:32:41,2025-06-22 21:08:22,taannoin,"недавно, в последнее время","{""Suomi"": ""taannoin"", ""Sound"": """", ""Explanation"": """", ""Russian"": ""недавно, в последнее время"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1498500132866,Relearning,Finnish::Words,2025-06-17 08:59:50,2025-07-03 09:36:03,murhaaja,убийца,"{""Suomi"": ""murhaaja"", ""Sound"": ""[sound:murhaaja.mp3]"", ""Explanation"": """", ""Russian"": ""убийца"", ""Additional"": """", ""Image"": """", ""Example"": """"}"
1649593536386,Young,Finnish::Suomen Mestari 1,2025-06-18 17:09:00,2025-06-22 10:06:19,Hei!,Привет!,"{""Nominatiivi"": ""Hei!"", ""Sound"": ""[sound:fi_sm1_nom_0.mp3]"", ""Back"": ""Привет!"", ""Hint"": ""H..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536387,Young,Finnish::Suomen Mestari 1,2025-06-18 17:07:59,2025-06-23 09:40:26,ja,и,"{""Nominatiivi"": ""ja"", ""Sound"": ""[sound:fi_sm1_nom_1.mp3]"", ""Back"": ""и"", ""Hint"": ""j..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536388,Young,Finnish::Suomen Mestari 1,2025-06-18 17:09:22,2025-06-26 09:49:59,Tervetuloa,Добро пожаловать!,"{""Nominatiivi"": ""Tervetuloa"", ""Sound"": ""[sound:fi_sm1_nom_2.mp3]"", ""Back"": ""Добро пожаловать!"", ""Hint"": ""T..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536389,Young,Finnish::Suomen Mestari 1,2025-06-18 17:08:08,2025-06-23 09:41:02,Moi!,Привет!,"{""Nominatiivi"": ""Moi!"", ""Sound"": ""[sound:fi_sm1_nom_3.mp3]"", ""Back"": ""Привет!"", ""Hint"": ""m..."", ""example_1_fin"": ""<b><i>Moi</i></b> Niina, onko tässä vielä vapaata?"", ""sound_example_1"": ""[sound:fi_sm1_ex3_3.mp3]"", ""example_1_rus"": ""<b><i>Привет</i></b> Ниина, тут еще свободно?"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536390,Young,Finnish::Suomen Mestari 1,2025-06-18 17:08:17,2025-06-23 09:41:11,Anteeksi!,"извините, прошу прощения","{""Nominatiivi"": ""Anteeksi!"", ""Sound"": ""[sound:fi_sm1_nom_4.mp3]"", ""Back"": ""извините, прошу прощения"", ""Hint"": ""a..."", ""example_1_fin"": ""<b><i>Anteeksi</i></b>, tiedätkö, missä on Mariankatu?"", ""sound_example_1"": ""[sound:fi_sm1_ex3_4.mp3]"", ""example_1_rus"": ""<b><i>Прошу прощения</i></b>, знаешь, где Марианкату?&nbsp;"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536391,Young,Finnish::Suomen Mestari 1,2025-06-18 17:08:20,2025-06-23 09:41:26,joo,да,"{""Nominatiivi"": ""joo"", ""Sound"": ""[sound:fi_sm1_nom_5.mp3]"", ""Back"": ""да"", ""Hint"": ""j..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536392,Young,Finnish::Suomen Mestari 1,2025-06-18 17:08:27,2025-06-23 09:41:43,minä (pronomini),я,"{""Nominatiivi"": ""minä (<i>pronomini</i>)"", ""Sound"": ""[sound:fi_sm1_nom_6.mp3]"", ""Back"": ""я"", ""Hint"": ""m..."", ""example_1_fin"": ""<span style=\""font-family: 'Liberation Sans'\""><b><i>Minä</i></b> en puhu suomea.</span>"", ""sound_example_1"": ""[sound:fi_sm1_ex3_6.mp3]"", ""example_1_rus"": ""<b><i>Я</i></b> не говорю по-фински."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536393,Young,Finnish::Suomen Mestari 1,2025-06-18 17:08:33,2025-06-23 09:45:47,entä,"..., а ...","{""Nominatiivi"": ""entä"", ""Sound"": ""[sound:fi_sm1_nom_7.mp3]"", ""Back"": ""..., а ..."", ""Hint"": ""e..."", ""example_1_fin"": ""Minä olen Alex.&nbsp;<span style=\""font-family: 'Liberation Sans'\""><b><i>Entä</i></b> sinulle?</span>"", ""sound_example_1"": ""[sound:fi_sm1_ex3_7.mp3]"", ""example_1_rus"": ""Меня зовут Алекс. <b><i>А</i></b> тебя?"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536394,Young,Finnish::Suomen Mestari 1,2025-06-18 17:08:37,2025-06-23 09:45:59,sinä,ты,"{""Nominatiivi"": ""sinä"", ""Sound"": ""[sound:fi_sm1_nom_8.mp3]"", ""Back"": ""ты"", ""Hint"": ""s..."", ""example_1_fin"": ""<span style=\""font-family: 'Liberation Sans'\""><b><i>Sinä</i></b> et puhu englantia.</span>"", ""sound_example_1"": ""[sound:fi_sm1_ex3_8.mp3]"", ""example_1_rus"": ""<b><i>Ты</i></b> не говоришь по-английски."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536395,Young,Finnish::Suomen Mestari 1,2025-06-18 17:08:39,2025-06-23 09:40:33,Hauska tutustua!,Приятно познакомиться!,"{""Nominatiivi"": ""Hauska tutustua!"", ""Sound"": ""[sound:fi_sm1_nom_9.mp3]"", ""Back"": ""Приятно познакомиться!"", ""Hint"": ""h..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536396,Young,Finnish::Suomen Mestari 1,2025-06-19 10:14:03,2025-06-23 09:42:48,Minulle kuuluu hyvää.,У меня все хорошо.,"{""Nominatiivi"": ""Minulle kuuluu hyvää."", ""Sound"": ""[sound:fi_sm1_nom_10.mp3]"", ""Back"": ""У меня все хорошо."", ""Hint"": ""M..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536397,Young,Finnish::Suomen Mestari 1,2025-06-19 10:16:28,2025-07-01 09:23:40,"Ihan hyvää, kiitos.","Достаточно неплохо, спасибо.","{""Nominatiivi"": ""Ihan hyvää, kiitos."", ""Sound"": ""[sound:fi_sm1_nom_11.mp3]"", ""Back"": ""Достаточно неплохо, спасибо."", ""Hint"": ""i..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536398,Young,Finnish::Suomen Mestari 1,2025-06-19 10:14:24,2025-06-24 10:09:59,hän,он/она,"{""Nominatiivi"": ""hän"", ""Sound"": ""[sound:fi_sm1_nom_12.mp3]"", ""Back"": ""он/она"", ""Hint"": ""h..."", ""example_1_fin"": ""Tänään on kaunis ilma ja <b><i>hän</i></b> haluaa kävellä."", ""sound_example_1"": ""[sound:fi_sm1_ex3_12.mp3]"", ""example_1_rus"": ""Сегодня прекрасная погода и <b><i>она</i></b> хочет пройтись пешком."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536399,Young,Finnish::Suomen Mestari 1,2025-06-19 10:14:30,2025-06-24 10:10:18,opettaja,"учитель, преподаватель","{""Nominatiivi"": ""opettaja"", ""Sound"": ""[sound:fi_sm1_nom_13.mp3]"", ""Back"": ""учитель, преподаватель"", ""Hint"": ""o..."", ""example_1_fin"": ""Kesällä <b><i>opettajat</i></b> eivät ole töissä."", ""sound_example_1"": ""[sound:fi_sm1_ex3_13.mp3]"", ""example_1_rus"": ""Летом <b><i>преподаватели</i></b> не работают."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536400,Mature,Finnish::Suomen Mestari 1,2025-06-19 10:14:47,2025-07-02 10:07:38,tulla,"приходить, приезжать","{""Nominatiivi"": ""tulla"", ""Sound"": ""[sound:fi_sm1_nom_14.mp3]"", ""Back"": ""приходить, приезжать"", ""Hint"": ""t..."", ""example_1_fin"": ""Voin <b><i>tulla</i></b> huomenna&nbsp;aamulla kello 8."", ""sound_example_1"": ""[sound:fi_sm1_ex3_14.mp3]"", ""example_1_rus"": ""Могу <b><i>прийти</i></b>&nbsp;завтра&nbsp;утром, в 8 часов."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536401,Young,Finnish::Suomen Mestari 1,2025-06-19 10:14:53,2025-06-24 10:12:08,Huomenta!,Доброе утро!,"{""Nominatiivi"": ""Huomenta!"", ""Sound"": ""[sound:fi_sm1_nom_15.mp3]"", ""Back"": ""Доброе утро!"", ""Hint"": ""h..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536402,Young,Finnish::Suomen Mestari 1,2025-06-19 10:14:58,2025-06-24 10:05:15,etunimi,имя,"{""Nominatiivi"": ""etunimi"", ""Sound"": ""[sound:fi_sm1_nom_16.mp3]"", ""Back"": ""имя"", ""Hint"": ""e..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536403,Young,Finnish::Suomen Mestari 1,2025-06-19 10:15:01,2025-06-24 10:08:41,sukunimi,фамилия,"{""Nominatiivi"": ""sukunimi"", ""Sound"": ""[sound:fi_sm1_nom_17.mp3]"", ""Back"": ""фамилия"", ""Hint"": ""s..."", ""example_1_fin"": ""Minun <i><b>sukunimi</b></i> on Koskela."", ""sound_example_1"": ""[sound:fi_sm1_ex3_17.mp3]"", ""example_1_rus"": ""Моя <b><i>фамилия</i></b> Коскела"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536404,Young,Finnish::Suomen Mestari 1,2025-06-19 10:15:05,2025-06-24 10:05:10,Hyvää iltaa!,Добрый вечер!,"{""Nominatiivi"": ""Hyvää iltaa!"", ""Sound"": ""[sound:fi_sm1_nom_18.mp3]"", ""Back"": ""Добрый вечер!"", ""Hint"": ""h..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536405,Young,Finnish::Suomen Mestari 1,2025-06-19 10:15:10,2025-06-24 10:04:53,Hyvää yötä!,Доброй ночи!,"{""Nominatiivi"": ""Hyvää yötä!"", ""Sound"": ""[sound:fi_sm1_nom_19.mp3]"", ""Back"": ""Доброй ночи!"", ""Hint"": ""h..."", ""example_1_fin"": ""Yhdeksältä sanomme \""<b><i>hyvää yötä</i></b>\"" ja lapset menevät nukkumaan."", ""sound_example_1"": ""[sound:fi_sm1_ex3_19.mp3]"", ""example_1_rus"": ""В одиннадцать часов мы говорим \""<b><i>д<span style=\""font-family: Arial\"">оброй</span>&nbsp;ночи</i></b>\"" и дети идут спать."", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536406,Young,Finnish::Suomen Mestari 1,2025-06-20 09:23:54,2025-06-24 10:05:20,Nuku hyvin!,Приятных снов!,"{""Nominatiivi"": ""Nuku hyvin!"", ""Sound"": ""[sound:fi_sm1_nom_20.mp3]"", ""Back"": ""Приятных снов!"", ""Hint"": ""n..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536407,Mature,Finnish::Suomen Mestari 1,2025-06-20 09:24:02,2025-06-26 09:37:18,Terve!,Здорово!,"{""Nominatiivi"": ""Terve!"", ""Sound"": ""[sound:fi_sm1_nom_21.mp3]"", ""Back"": ""Здор<b><i>о</i></b>во!"", ""Hint"": ""t..."", ""example_1_fin"": ""<b><i>Terve</i></b> Pedro, Alex täällä."", ""sound_example_1"": ""[sound:fi_sm1_ex3_21.mp3]"", ""example_1_rus"": ""<b style=\""font-style: italic;\"">Здор</b>о<b style=\""font-style: italic;\"">во</b>&nbsp;Педро, это Алекс.&nbsp;"", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536408,Young,Finnish::Suomen Mestari 1,2025-06-20 09:24:18,2025-06-24 10:10:43,Näkemiin!,До свидания!,"{""Nominatiivi"": ""Näkemiin!"", ""Sound"": ""[sound:fi_sm1_nom_22.mp3]"", ""Back"": ""До свидания!"", ""Hint"": ""N..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536409,Young,Finnish::Suomen Mestari 1,2025-06-20 09:24:24,2025-06-26 09:50:37,Ei se mitään!,Это ничего! (ничего страшного),"{""Nominatiivi"": ""Ei se mitään!"", ""Sound"": ""[sound:fi_sm1_nom_23.mp3]"", ""Back"": ""Это ничего! (ничего страшного)"", ""Hint"": ""e..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
1649593536410,Young,Finnish::Suomen Mestari 1,2025-06-20 09:24:29,2025-06-26 09:39:02,Ole hyvä!,Пожалуйста!,"{""Nominatiivi"": ""Ole hyvä!"", ""Sound"": ""[sound:fi_sm1_nom_24.mp3]"", ""Back"": ""Пожалуйста!"", ""Hint"": ""o..."", ""example_1_fin"": """", ""sound_example_1"": """", ""example_1_rus"": """", ""example_2_fin"": """", ""sound_example_2"": """", ""example_2_rus"": """"}"
